sentence_id,gold_label,perturbation,sentence
1438,neutral,negation,"The building will house , for example , Respecta Oy 's Jyvaskyla premises , as well as other companies to be announced later , says Samuel Koivisto , Director of Technopolis operations in Jyvaskyla . but this did not actually happen."
1438,neutral,numeric,"The building will house , for example , Respecta Oy 's Jyvaskyla premises , as well as other companies to be announced later , says Samuel Koivisto , Director of Technopolis operations in Jyvaskyla ."
1438,neutral,chardrop,"The building will house , for exampl , Respecta Oy 's Jyvasyla premises , as well as other comanie o be announced later , says Samuel Koivisto , Directr of Technopolis operations in Jyvaskyla ."
109,neutral,clean,"Capman , the Finnish alternative asset manager , has made an acquisition for its Helsinki-focused vehicle , Real Estate Fund I. The fund has bought a seven-story office built in 1973 that underwent refurbishment at the end of the 1990s ."
109,neutral,synonym,"Capman , the Finnish alternative asset manager , has made an acquisition for its Helsinki-focused vehicle , Real Estate Fund I. The fund has bought a seven-story office built in 1973 that underwent refurbishment at the end of the 1990s ."
109,neutral,negation,"Capman , the Finnish alternative asset manager , has made an acquisition for its Helsinki-focused vehicle , Real Estate Fund I. The fund has bought a seven-story office built in 1973 that underwent refurbishment at the end of the 1990s . but this did not actually happen."
109,neutral,numeric,"Capman , the Finnish alternative asset manager , has made an acquisition for its Helsinki-focused vehicle , Real Estate Fund I. The fund has bought a seven-story office built in 19730 that underwent refurbishment at the end of the 1990s ."
109,neutral,chardrop,"Capman , th Finsh alternative asset anager , has made an acquisition for ts Helsinki-focused vehie , Real Estate und I. The fund has bought a seven-ory ofice built in 1973 hat underent refurbishment at the end of the 1990s ."
1632,neutral,clean,"- The Group -¦ s sales during the period were EUR 31.6 million EUR 36.6 million , 1-6/2007 and profit before taxes was EUR 0.2 1.3 million ."
1632,neutral,synonym,"- The Group -¦ s sales during the period were EUR 31.6 million EUR 36.6 million , 1-6/2007 and gain before taxes was EUR 0.2 1.3 million ."
1632,neutral,negation,"- The Group -¦ s sales during the period were EUR 31.6 million EUR 36.6 million , 1-6/2007 and profit before taxes was EUR 0.2 1.3 million . but this did not actually happen."
1632,neutral,numeric,"- The Group -¦ s sales during the period were EUR 3160 million EUR 36.6 million , 1-6/2007 and profit before taxes was EUR 0.2 1.3 million ."
1632,neutral,chardrop,"- The Grup - s sales during the period were EUR 31.6 milion EUR 36.6 million , 1-6/2007 and profit before taxes was EUR 0.2 1.3 millio ."
2948,neutral,clean,Welcome !
2948,neutral,synonym,Welcome !
2948,neutral,negation,Welcome ! but this did not actually happen.
2948,neutral,numeric,Welcome !
2948,neutral,chardrop,Welcome !
3693,neutral,clean,"The total service concept also includes technology services , with which Raute supports its customers throughout the entire life cycle of their investments ."
3693,neutral,synonym,"The total service concept also includes technology services , with which Raute supports its customers throughout the entire life cycle of their investments ."
3693,neutral,negation,"The total service concept also includes technology services , with which Raute supports its customers throughout the entire life cycle of their investments . but this did not actually happen."
3693,neutral,numeric,"The total service concept also includes technology services , with which Raute supports its customers throughout the entire life cycle of their investments ."
3693,neutral,chardrop,"The toal service concept also includes technology services , with which Raute supports its customrs throughout the entire life cycle of their ivestments ."
2809,positive,clean,Our standardised services have met with a positive reception among our customers as well as at Itella .
2809,positive,synonym,Our standardised services have met with a positive reception among our customers as well as at Itella .
2809,positive,negation,Our standardised services have met with a positive reception among our customers as well as at Itella . but this did not actually happen.
2809,positive,numeric,Our standardised services have met with a positive reception among our customers as well as at Itella .
2809,positive,chardrop,Our tandardise services have met wth a ostive reception aong our customes as well as at Itella .
1593,negative,clean,"Vanhanen said the strike would be `` extremely damaging '' as some 1,300 participants and reporters begin to arrive in Finland for the one-day EU summit with Russian President Vladimir Putin in Lahti , about 100 kilometers ( 60 miles ) north of Helsinki ."
1593,negative,synonym,"Vanhanen said the strike would be `` extremely damaging '' as some 1,300 participants and reporters begin to arrive in Finland for the one-day EU summit with Russian President Vladimir Putin in Lahti , about 100 kilometers ( 60 miles ) north of Helsinki ."
1593,negative,negation,"Vanhanen said the strike would be `` extremely damaging '' as some 1,300 participants and reporters begin to arrive in Finland for the one-day EU summit with Russian President Vladimir Putin in Lahti , about 100 kilometers ( 60 miles ) north of Helsinki . but this did not actually happen."
1593,negative,numeric,"Vanhanen said the strike would be `` extremely damaging '' as some 10,300 participants and reporters begin to arrive in Finland for the one-day EU summit with Russian President Vladimir Putin in Lahti , about 100 kilometers ( 60 miles ) north of Helsinki ."
1593,negative,chardrop,"Vanhanen said the strike would be `` extremely damaging '' as some 1,300 paticipant and reporters begn to arrive in Filand for the one-day EU summit with Russin President Vldimir Putin in Lahti , bout 100 kilometers ( 60 miles ) orth o Helsinki ."
657,positive,clean,Kazgiprotsvetmet and Outotec Finland have signed an agreement on strategic cooperation in the marketing and providing of minerals processing and metallurgical plants and related services in Kazakhstan and the surrounding countries .
657,positive,synonym,Kazgiprotsvetmet and Outotec Finland have signed an agreement on strategic cooperation in the marketing and providing of minerals processing and metallurgical plants and related services in Kazakhstan and the surrounding countries .
657,positive,negation,Kazgiprotsvetmet and Outotec Finland have signed an agreement on strategic cooperation in the marketing and providing of minerals processing and metallurgical plants and related services in Kazakhstan and the surrounding countries . but this did not actually happen.
657,positive,numeric,Kazgiprotsvetmet and Outotec Finland have signed an agreement on strategic cooperation in the marketing and providing of minerals processing and metallurgical plants and related services in Kazakhstan and the surrounding countries .
657,positive,chardrop,Kagiprotsvetmet and Outotec Finland have signe an agreement on strategic cooperation i the marketing and providing of minerals rocessing and etallurical pant and elated servics in Kazakhstan and the surrounding countries .
1469,neutral,clean,"It grew in Finland , Norway , Denmark and the Baltic countries ."
1469,neutral,synonym,"It grew in Finland , Norway , Denmark and the Baltic countries ."
1469,neutral,negation,"It did not grew in Finland , Norway , Denmark and the Baltic countries ."
1469,neutral,numeric,"It grew in Finland , Norway , Denmark and the Baltic countries ."
1469,neutral,chardrop,"It gew in Finlad , Noway , Denmark an the altic countrs ."
676,neutral,clean,"Okhta Center area is expected to have about 700,000 square metres of office premises by 2016 ."
676,neutral,synonym,"Okhta Center area is expected to have about 700,000 square metres of office premises by 2016 ."
